address,current_name,proposed_name,confidence,evidence_summary,evidence_detail_file
0x800387C0,func_800387C0,motion_SetMotion_helper_800387C0,medium,kengo_pattern=motion_SavePreCalcData_800387C0; sole_caller_path=motion_SetMotion_helper_800387C0; address_neighborhood=motion_local_800387C0,docs/naming/evidence/func_800387C0.md
0x800387E8,func_800387E8,motion_SetMotion_helper_800387E8,medium,sole_caller_path=motion_SetMotion_helper_800387E8; address_neighborhood=motion_local_800387E8,docs/naming/evidence/func_800387E8.md
0x8003880C,func_8003880C,motion_local_8003880C,low,address_neighborhood=motion_local_8003880C,docs/naming/evidence/func_8003880C.md
0x800388A8,func_800388A8,motion_local_800388A8,low,address_neighborhood=motion_local_800388A8,docs/naming/evidence/func_800388A8.md
0x80038988,func_80038988,motion_local_80038988,low,address_neighborhood=motion_local_80038988,docs/naming/evidence/func_80038988.md
0x800392B8,func_800392B8,,none,,
0x800392C8,func_800392C8,,none,,
0x80039320,func_80039320,,none,,
0x800395B4,func_800395B4,,none,,
0x80039680,func_80039680,,none,,
0x800397A0,func_800397A0,mode_local_800397A0,low,address_neighborhood=mode_local_800397A0,docs/naming/evidence/func_800397A0.md
0x800397D4,func_800397D4,,none,,
0x8003984C,func_8003984C,mode_local_8003984C,low,address_neighborhood=mode_local_8003984C,docs/naming/evidence/func_8003984C.md
0x8003993C,func_8003993C,,none,,
0x8003A174,func_8003A174,,none,string_adjacent_info=?,docs/naming/evidence/func_8003A174.md
0x8003A264,func_8003A264,,none,,
0x8003A2DC,func_8003A2DC,,none,,
0x8003A308,func_8003A308,,none,,
0x8003A360,func_8003A360,,none,,
0x8003A39C,func_8003A39C,,none,,
0x8003A41C,func_8003A41C,replay_camera_check_stage_8003A41C,medium,kengo_pattern=replay_camera_check_stage_8003A41C,docs/naming/evidence/func_8003A41C.md
0x8003A42C,func_8003A42C,,none,,
0x8003A450,func_8003A450,,none,,
0x8003A6FC,func_8003A6FC,,none,,
0x8003A728,func_8003A728,,none,,
0x8003AA48,func_8003AA48,,none,,
0x8003AA78,func_8003AA78,,none,,
0x8003AAB0,func_8003AAB0,,none,,
0x8003AB44,func_8003AB44,,none,,
0x8003ACB8,func_8003ACB8,replay_camera_rob_back_loose2_helper_8003ACB8,medium,sole_caller_path=replay_camera_rob_back_loose2_helper_8003ACB8,docs/naming/evidence/func_8003ACB8.md
0x8003AE5C,func_8003AE5C,,none,,
0x8003AF40,func_8003AF40,,none,,
0x8003AFFC,func_8003AFFC,,none,string_adjacent_info=?,docs/naming/evidence/func_8003AFFC.md
0x8003B10C,func_8003B10C,,none,string_adjacent_info=?,docs/naming/evidence/func_8003B10C.md
0x8003B20C,func_8003B20C,DispSamnailWindow_helper_8003B20C,medium,sole_caller_path=DispSamnailWindow_helper_8003B20C,docs/naming/evidence/func_8003B20C.md
0x8003B2C8,func_8003B2C8,suDispMentalBar_helper_8003B2C8,medium,kengo_pattern=coli_cancel_hit_pause_katana_8003B2C8; sole_caller_path=suDispMentalBar_helper_8003B2C8,docs/naming/evidence/func_8003B2C8.md
0x8003B328,func_8003B328,,none,,
0x8003B3A4,func_8003B3A4,suDispMentalBar_helper_8003B3A4,medium,sole_caller_path=suDispMentalBar_helper_8003B3A4,docs/naming/evidence/func_8003B3A4.md
0x8003B484,func_8003B484,coli_cancel_hit_pause_katana_8003B484,low,kengo_pattern=coli_cancel_hit_pause_katana_8003B484,docs/naming/evidence/func_8003B484.md
0x8003B4DC,func_8003B4DC,suDispMentalBar_helper_8003B4DC,medium,kengo_pattern=coli_cancel_hit_pause_katana_8003B4DC; sole_caller_path=suDispMentalBar_helper_8003B4DC,docs/naming/evidence/func_8003B4DC.md
0x8003B534,func_8003B534,,none,string_adjacent_info=?,docs/naming/evidence/func_8003B534.md
0x8003B56C,func_8003B56C,,none,string_adjacent_info=?,docs/naming/evidence/func_8003B56C.md
0x8003B870,func_8003B870,mode_local_8003B870,low,address_neighborhood=mode_local_8003B870,docs/naming/evidence/func_8003B870.md
0x8003B8E4,func_8003B8E4,mode_local_8003B8E4,low,address_neighborhood=mode_local_8003B8E4,docs/naming/evidence/func_8003B8E4.md
0x8003B9D0,func_8003B9D0,mode_local_8003B9D0,low,address_neighborhood=mode_local_8003B9D0; string_adjacent_info=?,docs/naming/evidence/func_8003B9D0.md
0x8003BE10,func_8003BE10,mode_local_8003BE10,low,address_neighborhood=mode_local_8003BE10,docs/naming/evidence/func_8003BE10.md
0x8003BEA8,func_8003BEA8,mode_local_8003BEA8,low,address_neighborhood=mode_local_8003BEA8,docs/naming/evidence/func_8003BEA8.md
0x8003BFC4,func_8003BFC4,mode_local_8003BFC4,low,address_neighborhood=mode_local_8003BFC4,docs/naming/evidence/func_8003BFC4.md
0x8003C2C0,func_8003C2C0,,none,,
0x8003C42C,func_8003C42C,,none,,
0x8003C560,func_8003C560,,none,,
0x8003C8B4,func_8003C8B4,mode_local_8003C8B4,low,address_neighborhood=mode_local_8003C8B4,docs/naming/evidence/func_8003C8B4.md
0x8003C958,func_8003C958,mode_local_8003C958,low,address_neighborhood=mode_local_8003C958,docs/naming/evidence/func_8003C958.md
0x8003C9A4,func_8003C9A4,mode_local_8003C9A4,low,address_neighborhood=mode_local_8003C9A4,docs/naming/evidence/func_8003C9A4.md
0x8003CCCC,func_8003CCCC,mode_local_8003CCCC,low,address_neighborhood=mode_local_8003CCCC,docs/naming/evidence/func_8003CCCC.md
0x8003CD10,func_8003CD10,mode_local_8003CD10,low,address_neighborhood=mode_local_8003CD10,docs/naming/evidence/func_8003CD10.md
0x8003CE18,func_8003CE18,mode_local_8003CE18,low,address_neighborhood=mode_local_8003CE18; string_adjacent_info=?,docs/naming/evidence/func_8003CE18.md
0x8003CF84,func_8003CF84,,none,string_adjacent_info=?,docs/naming/evidence/func_8003CF84.md
0x8003D330,func_8003D330,,none,,
0x8003D39C,func_8003D39C,,none,,
0x8003D478,func_8003D478,,none,,
0x8003D774,func_8003D774,,none,,
0x8003D7B4,func_8003D7B4,,none,,
0x8003D888,func_8003D888,,none,,
0x8003D91C,func_8003D91C,,none,,
0x8003D9A0,func_8003D9A0,,none,,
0x8003DBE4,func_8003DBE4,tslLineG5Init_helper_8003DBE4,medium,sole_caller_path=tslLineG5Init_helper_8003DBE4,docs/naming/evidence/func_8003DBE4.md
0x8003DDF8,func_8003DDF8,,none,,
0x8003DE14,func_8003DE14,,none,,
0x8003E0E0,func_8003E0E0,,none,,
0x8003E120,func_8003E120,,none,,
0x8003E2AC,func_8003E2AC,,none,,
0x8003E2C8,func_8003E2C8,replay_camera_check_stage_8003E2C8,medium,kengo_pattern=replay_camera_check_stage_8003E2C8,docs/naming/evidence/func_8003E2C8.md
0x8003E6A0,func_8003E6A0,,none,,
0x8003F168,func_8003F168,,none,,
0x8003F1C8,func_8003F1C8,,none,,
0x8003F1D4,func_8003F1D4,,none,,
0x8003F1E4,func_8003F1E4,,none,,
0x8003F218,func_8003F218,,none,,
0x8003F268,func_8003F268,,none,,
0x8003F274,func_8003F274,,none,,
0x8003F388,func_8003F388,replay_camera_get_attack_number_helper_8003F388,medium,sole_caller_path=replay_camera_get_attack_number_helper_8003F388,docs/naming/evidence/func_8003F388.md
0x8003F3D4,func_8003F3D4,,none,,
0x8003F420,func_8003F420,,none,,
0x8003F52C,func_8003F52C,,none,,
0x8003F54C,func_8003F54C,,none,,
0x8003F5A8,func_8003F5A8,,none,,
0x8003F5CC,func_8003F5CC,,none,,
0x8003F7F4,func_8003F7F4,,none,,
0x8003FA24,func_8003FA24,tslPrintScreen_helper_8003FA24,medium,sole_caller_path=tslPrintScreen_helper_8003FA24; string_adjacent_info=?,docs/naming/evidence/func_8003FA24.md
0x8003FE40,func_8003FE40,,none,,
0x8003FECC,func_8003FECC,tslPrintScreen_helper_8003FECC,medium,sole_caller_path=tslPrintScreen_helper_8003FECC,docs/naming/evidence/func_8003FECC.md
0x8003FFE0,func_8003FFE0,mario_test_Exec_helper_8003FFE0,medium,sole_caller_path=mario_test_Exec_helper_8003FFE0,docs/naming/evidence/func_8003FFE0.md
0x800400F8,func_800400F8,,none,,
0x8004016C,func_8004016C,,none,,
0x8004019C,func_8004019C,,none,,
0x80040400,func_80040400,,none,,
0x8004046C,func_8004046C,,none,,
0x800404A0,func_800404A0,,none,,
0x80040510,func_80040510,,none,,
0x80040A78,func_80040A78,rob_local_80040A78,low,address_neighborhood=rob_local_80040A78,docs/naming/evidence/func_80040A78.md
0x80040CB8,func_80040CB8,,none,,
0x80040D48,func_80040D48,,none,,
0x80041430,func_80041430,player_local_80041430,low,address_neighborhood=player_local_80041430,docs/naming/evidence/func_80041430.md
0x8004153C,func_8004153C,player_local_8004153C,low,address_neighborhood=player_local_8004153C,docs/naming/evidence/func_8004153C.md
0x80041554,func_80041554,player_local_80041554,low,address_neighborhood=player_local_80041554,docs/naming/evidence/func_80041554.md
0x80041584,func_80041584,player_local_80041584,low,address_neighborhood=player_local_80041584,docs/naming/evidence/func_80041584.md
0x80041650,func_80041650,player_local_80041650,low,address_neighborhood=player_local_80041650,docs/naming/evidence/func_80041650.md
0x800417D0,func_800417D0,,none,,
0x800418D0,func_800418D0,,none,,
0x80041988,func_80041988,AllocRobRmd_helper_80041988,medium,sole_caller_path=AllocRobRmd_helper_80041988,docs/naming/evidence/func_80041988.md
0x80041E10,func_80041E10,,none,,
0x800420D0,func_800420D0,,none,,
0x800420E8,func_800420E8,,none,,
0x8004211C,func_8004211C,,none,,
0x800421C8,func_800421C8,,none,,
0x80042478,func_80042478,,none,,
0x8004283C,func_8004283C,,none,,
0x80042E90,func_80042E90,,none,,
0x80042ED8,func_80042ED8,,none,,
0x80042F10,func_80042F10,,none,,
0x80042FA0,func_80042FA0,,none,,
0x800430E4,func_800430E4,,none,,
0x80043244,func_80043244,,none,,
0x80043278,func_80043278,,none,,
0x80043398,func_80043398,AllocRobRmd_helper_80043398,medium,sole_caller_path=AllocRobRmd_helper_80043398,docs/naming/evidence/func_80043398.md
0x800433E4,func_800433E4,efc_rob_set_type_particle_helper_800433E4,medium,sole_caller_path=efc_rob_set_type_particle_helper_800433E4,docs/naming/evidence/func_800433E4.md
0x80043454,func_80043454,,none,,
0x80043BD0,func_80043BD0,,none,,
0x80043C7C,func_80043C7C,,none,,
0x80043D34,func_80043D34,gnd_local_80043D34,low,address_neighborhood=gnd_local_80043D34,docs/naming/evidence/func_80043D34.md
0x80043DE0,func_80043DE0,,none,,
0x80043E98,func_80043E98,,none,,
0x80043F0C,func_80043F0C,,none,,
0x80043F80,func_80043F80,,none,,
0x80043FCC,func_80043FCC,,none,,
0x80044010,func_80044010,,none,,
0x80044098,func_80044098,,none,,
0x80044100,func_80044100,,none,,
0x80044170,func_80044170,,none,,
0x80044498,func_80044498,,none,,
0x80044504,func_80044504,,none,,
0x80044650,func_80044650,,none,,
0x80044670,func_80044670,stage_func_80044670,low,string_adjacent=stage_func_80044670,docs/naming/evidence/func_80044670.md
0x8004473C,func_8004473C,,none,string_adjacent_info=?,docs/naming/evidence/func_8004473C.md
0x80044B30,func_80044B30,DispPracticeMenuTex_C_helper_80044B30,medium,sole_caller_path=DispPracticeMenuTex_C_helper_80044B30; string_adjacent=stage_func_80044B30,docs/naming/evidence/func_80044B30.md
0x80044C70,func_80044C70,,none,string_adjacent_info=?,docs/naming/evidence/func_80044C70.md
0x80044CCC,func_80044CCC,,none,,
0x80044DE4,func_80044DE4,hirahira_w_ctrl_helper_80044DE4,medium,sole_caller_path=hirahira_w_ctrl_helper_80044DE4,docs/naming/evidence/func_80044DE4.md
0x80044E64,func_80044E64,myRobGeneiClose_80044E64,medium,kengo_pattern=myRobGeneiClose_80044E64,docs/naming/evidence/func_80044E64.md
0x80044E6C,func_80044E6C,myRobGeneiClose_80044E6C,medium,kengo_pattern=myRobGeneiClose_80044E6C,docs/naming/evidence/func_80044E6C.md
