bb2_func,bb2_file,bb2_insns,kengo_name,kengo_insns,diff,kengo_module,kengo_source_file
func_800307D0,code6cac_b.c,76,_OptionDisp2,76,0,su_menu_opt,src/suzuki/su_menu_opt.c
func_800307D0,code6cac_b.c,76,_SetCamera,76,0,su_menu_rob,src/suzuki/su_menu_rob.c
func_800307D0,code6cac_b.c,76,cpu_check_tubazeri,76,0,nm_cpu,src/numata/nm_cpu.c
func_800453E0,text1a.c,76,_DispCharnanger,76,0,su_menu_home,src/suzuki/su_menu_home.c
func_800453E0,text1a.c,76,_OptionDisp2,76,0,su_menu_opt,src/suzuki/su_menu_opt.c
func_800453E0,text1a.c,76,_SetCamera,76,0,su_menu_rob,src/suzuki/su_menu_rob.c
func_800453E0,text1a.c,76,cpu_check_tubazeri,76,0,nm_cpu,src/numata/nm_cpu.c
func_80030900,code6cac_b.c,75,MovieVblankHandler,75,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_80030900,code6cac_b.c,75,_CardChecking,75,0,su_card,src/suzuki/su_card.c
func_80030900,code6cac_b.c,75,calc_fc,75,0,se_fc,src/sekikawa/se_fc.c
func_80030900,code6cac_b.c,75,md_sel_init,75,0,md_sel,src/common/md_sel.c
func_80030900,code6cac_b.c,75,myRobGeneiDraw,75,0,my_eff,src/myama/my_eff.c
func_800321E8,code6cac_b.c,75,MovieVblankHandler,75,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_800321E8,code6cac_b.c,75,_CardChecking,75,0,su_card,src/suzuki/su_card.c
func_800321E8,code6cac_b.c,75,calc_fc,75,0,se_fc,src/sekikawa/se_fc.c
func_800321E8,code6cac_b.c,75,md_sel_init,75,0,md_sel,src/common/md_sel.c
func_800321E8,code6cac_b.c,75,myRobGeneiDraw,75,0,my_eff,src/myama/my_eff.c
func_80080390,system.c,75,MovieVblankHandler,75,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_80080390,system.c,75,_CardChecking,75,0,su_card,src/suzuki/su_card.c
func_80080390,system.c,75,calc_fc,75,0,se_fc,src/sekikawa/se_fc.c
func_80080390,system.c,75,md_sel_init,75,0,md_sel,src/common/md_sel.c
func_80080390,system.c,75,myRobGeneiDraw,75,0,my_eff,src/myama/my_eff.c
func_80041AC8,text1a.c,75,MovieVblankHandler,75,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_80041AC8,text1a.c,75,_CardChecking,75,0,su_card,src/suzuki/su_card.c
func_80041AC8,text1a.c,75,calc_fc,75,0,se_fc,src/sekikawa/se_fc.c
func_80041AC8,text1a.c,75,md_sel_init,75,0,md_sel,src/common/md_sel.c
func_80041AC8,text1a.c,75,myRobGeneiDraw,75,0,my_eff,src/myama/my_eff.c
func_80030208,code6cac_b.c,73,BlurControl,73,0,main,src/common/main.c
func_80030208,code6cac_b.c,73,SetMenuPrimTex_F4,73,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_80030208,code6cac_b.c,73,_CardFileCloseForComplete,73,0,su_card,src/suzuki/su_card.c
func_80030208,code6cac_b.c,73,_CardGetCheckSumData,73,0,su_card,src/suzuki/su_card.c
func_80030208,code6cac_b.c,73,ang_near_dif,73,0,common,src/common/common.c
func_8003A450,code6cac_c.c,73,BlurControl,73,0,main,src/common/main.c
func_8003A450,code6cac_c.c,73,SetMenuPrimTex_F4,73,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_8003A450,code6cac_c.c,73,_CardFileCloseForComplete,73,0,su_card,src/suzuki/su_card.c
func_8003A450,code6cac_c.c,73,_CardGetCheckSumData,73,0,su_card,src/suzuki/su_card.c
func_8003A450,code6cac_c.c,73,ang_near_dif,73,0,common,src/common/common.c
func_80021280,code6cac.c,72,DispStateMessage,72,0,su_mctest,src/suzuki/su_mctest.c
func_80021280,code6cac.c,72,calc_fc_frame,72,0,se_fc,src/sekikawa/se_fc.c
func_80021280,code6cac.c,72,judge_CheckSituation,72,0,judge,src/common/judge.c
func_80021280,code6cac.c,72,title_mv_exec,72,0,su_movie_main,src/suzuki/su_movie_main.c
func_80037348,code6cac_b2.c,72,DispStateMessage,72,0,su_mctest,src/suzuki/su_mctest.c
func_80037348,code6cac_b2.c,72,calc_fc_frame,72,0,se_fc,src/sekikawa/se_fc.c
func_80037348,code6cac_b2.c,72,judge_CheckSituation,72,0,judge,src/common/judge.c
func_80037348,code6cac_b2.c,72,title_mv_exec,72,0,su_movie_main,src/suzuki/su_movie_main.c
func_800858D0,main.c,72,DispStateMessage,72,0,su_mctest,src/suzuki/su_mctest.c
func_800858D0,main.c,72,calc_fc_frame,72,0,se_fc,src/sekikawa/se_fc.c
func_800858D0,main.c,72,judge_CheckSituation,72,0,judge,src/common/judge.c
func_800858D0,main.c,72,title_mv_exec,72,0,su_movie_main,src/suzuki/su_movie_main.c
func_80044378,text1a.c,72,DispStateMessage,72,0,su_mctest,src/suzuki/su_mctest.c
func_80044378,text1a.c,72,calc_fc_frame,72,0,se_fc,src/sekikawa/se_fc.c
func_80044378,text1a.c,72,judge_CheckSituation,72,0,judge,src/common/judge.c
func_80044378,text1a.c,72,title_mv_exec,72,0,su_movie_main,src/suzuki/su_movie_main.c
func_8001E6E4,code6cac.c,71,BlurSet,71,0,main,src/common/main.c
func_8001E6E4,code6cac.c,71,TitleMenuExec,71,0,su_menu_title,src/suzuki/su_menu_title.c
func_8001E6E4,code6cac.c,71,action_UkenagashiControl,71,0,is_action,src/ishito/is_action.c
func_8001E6E4,code6cac.c,71,cpu_get_move_attack_mot_num,71,0,nm_cpu,src/numata/nm_cpu.c
func_8001E6E4,code6cac.c,71,md_game_restart_init,71,0,md_game,src/common/md_game.c
func_8003F6D8,config.c,71,BlurSet,71,0,main,src/common/main.c
func_8003F6D8,config.c,71,TitleMenuExec,71,0,su_menu_title,src/suzuki/su_menu_title.c
func_8003F6D8,config.c,71,action_UkenagashiControl,71,0,is_action,src/ishito/is_action.c
func_8003F6D8,config.c,71,cpu_get_move_attack_mot_num,71,0,nm_cpu,src/numata/nm_cpu.c
func_8003F6D8,config.c,71,md_game_restart_init,71,0,md_game,src/common/md_game.c
func_80044170,text1a.c,71,BlurSet,71,0,main,src/common/main.c
func_80044170,text1a.c,71,TitleMenuExec,71,0,su_menu_title,src/suzuki/su_menu_title.c
func_80044170,text1a.c,71,action_UkenagashiControl,71,0,is_action,src/ishito/is_action.c
func_80044170,text1a.c,71,cpu_get_move_attack_mot_num,71,0,nm_cpu,src/numata/nm_cpu.c
func_80044170,text1a.c,71,md_game_restart_init,71,0,md_game,src/common/md_game.c
func_8001BCF0,code6cac.c,70,mottest_Exec,70,0,is_mottest,src/ishito/is_mottest.c
func_8001BCF0,code6cac.c,70,suLeagueSystemInit,70,0,su_game_leauge,src/suzuki/su_game_leauge.c
func_80022F34,code6cac.c,70,mottest_Exec,70,0,is_mottest,src/ishito/is_mottest.c
func_80022F34,code6cac.c,70,suLeagueSystemInit,70,0,su_game_leauge,src/suzuki/su_game_leauge.c
func_80044CCC,text1a.c,70,mottest_Exec,70,0,is_mottest,src/ishito/is_mottest.c
func_80044CCC,text1a.c,70,suLeagueSystemInit,70,0,su_game_leauge,src/suzuki/su_game_leauge.c
func_8003F274,config.c,69,InitHiraRmd,69,0,am_rmd,src/amami/am_rmd.c
func_8003F274,config.c,69,_PlayTestSection,69,0,su_menu_edit,src/suzuki/su_menu_edit.c
func_8003F274,config.c,69,gnd_land_hit_char_poly_hoken,69,0,hi_landhit,src/hide/hi_landhit.c
func_8003F274,config.c,69,md_game_restart,69,0,md_game,src/common/md_game.c
func_8003F274,config.c,69,md_game_sub_replay_exec,69,0,md_game,src/common/md_game.c
func_8003032C,code6cac_b.c,68,cpu_get_dist,68,0,nm_cpu,src/numata/nm_cpu.c
func_8003032C,code6cac_b.c,68,gnd_init_hit,68,0,hi_gnd,src/hide/hi_gnd.c
func_8003032C,code6cac_b.c,68,gnd_set_light_point,68,0,hi_gnd,src/hide/hi_gnd.c
func_8003032C,code6cac_b.c,68,interp_loc_mat,68,0,se_fc,src/sekikawa/se_fc.c
func_8003032C,code6cac_b.c,68,md_menu_logo_exec,68,0,su_menu_logo,src/suzuki/su_menu_logo.c
func_800324D0,code6cac_b.c,68,cpu_get_dist,68,0,nm_cpu,src/numata/nm_cpu.c
func_800324D0,code6cac_b.c,68,gnd_init_hit,68,0,hi_gnd,src/hide/hi_gnd.c
func_800324D0,code6cac_b.c,68,gnd_set_light_point,68,0,hi_gnd,src/hide/hi_gnd.c
func_800324D0,code6cac_b.c,68,interp_loc_mat,68,0,se_fc,src/sekikawa/se_fc.c
func_800324D0,code6cac_b.c,68,md_menu_logo_exec,68,0,su_menu_logo,src/suzuki/su_menu_logo.c
func_8003AFFC,code6cac_c.c,68,cpu_get_dist,68,0,nm_cpu,src/numata/nm_cpu.c
func_8003AFFC,code6cac_c.c,68,gnd_init_hit,68,0,hi_gnd,src/hide/hi_gnd.c
func_8003AFFC,code6cac_c.c,68,gnd_set_light_point,68,0,hi_gnd,src/hide/hi_gnd.c
func_8003AFFC,code6cac_c.c,68,interp_loc_mat,68,0,se_fc,src/sekikawa/se_fc.c
func_8003AFFC,code6cac_c.c,68,md_menu_logo_exec,68,0,su_menu_logo,src/suzuki/su_menu_logo.c
func_800203B4,code6cac.c,67,InitPartsRmd,67,0,am_rmd,src/amami/am_rmd.c
func_800203B4,code6cac.c,67,MakePutTestMatrix,67,0,am_test,src/amami/am_test.c
func_800203B4,code6cac.c,67,StartADRSound,67,0,su_movie_main,src/suzuki/su_movie_main.c
func_800203B4,code6cac.c,67,camera_set_position_limit,67,0,nm_camera,src/numata/nm_camera.c
func_800203B4,code6cac.c,67,motion_GetTableNum,67,0,is_motion,src/ishito/is_motion.c
func_80017D84,ings.c,66,_DispTimeNumber,66,0,su_game_tex,src/suzuki/su_game_tex.c
func_80017D84,ings.c,66,damage_CheckBackAttack,66,0,is_damage_calc,src/ishito/is_damage_calc.c
func_80017D84,ings.c,66,efc_buki_draw_zanzou,66,0,is_efc_buki,src/ishito/is_efc_buki.c
func_80017D84,ings.c,66,efc_rob_Init,66,0,is_efc_rob,src/ishito/is_efc_rob.c
func_80017D84,ings.c,66,efc_rob_ougi_control,66,0,is_efc_rob,src/ishito/is_efc_rob.c
func_80084974,main.c,66,_DispTimeNumber,66,0,su_game_tex,src/suzuki/su_game_tex.c
func_80084974,main.c,66,damage_CheckBackAttack,66,0,is_damage_calc,src/ishito/is_damage_calc.c
func_80084974,main.c,66,efc_buki_draw_zanzou,66,0,is_efc_buki,src/ishito/is_efc_buki.c
func_80084974,main.c,66,efc_rob_Init,66,0,is_efc_rob,src/ishito/is_efc_rob.c
func_80084974,main.c,66,efc_rob_ougi_control,66,0,is_efc_rob,src/ishito/is_efc_rob.c
func_800806A4,system.c,65,SetMenuPrimTex_LINE,65,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_800806A4,system.c,65,kgm_map,65,0,hi_kgm,src/hide/hi_kgm.c
func_800806A4,system.c,65,kgm_set_motion_ctrl,65,0,hi_kgm,src/hide/hi_kgm.c
func_800806A4,system.c,65,saTan4PrimInit,65,0,sa_tan4,src/sato/sa_tan4.c
func_800806A4,system.c,65,single_game_SetLife,65,0,nm_single_game,src/numata/nm_single_game.c
func_800826CC,system.c,65,SetMenuPrimTex_LINE,65,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_800826CC,system.c,65,kgm_map,65,0,hi_kgm,src/hide/hi_kgm.c
func_800826CC,system.c,65,kgm_set_motion_ctrl,65,0,hi_kgm,src/hide/hi_kgm.c
func_800826CC,system.c,65,saTan4PrimInit,65,0,sa_tan4,src/sato/sa_tan4.c
func_800826CC,system.c,65,single_game_SetLife,65,0,nm_single_game,src/numata/nm_single_game.c
func_8003B10C,code6cac_c.c,64,_DispSingleSelect,64,0,su_menu_title,src/suzuki/su_menu_title.c
func_8003B10C,code6cac_c.c,64,camera_set_position,64,0,nm_camera,src/numata/nm_camera.c
func_8003B10C,code6cac_c.c,64,camera_set_target_position,64,0,nm_camera,src/numata/nm_camera.c
func_8003B10C,code6cac_c.c,64,coli_check_point_inside_triangle,64,0,is_coli,src/ishito/is_coli.c
func_8003B10C,code6cac_c.c,64,kgm_init_hitrect,64,0,hi_kgm,src/hide/hi_kgm.c
func_8003339C,code6cac_b.c,63,ClearScreen,63,0,su_movie_main,src/suzuki/su_movie_main.c
func_8003339C,code6cac_b.c,63,_CardIconFileClose,63,0,su_card,src/suzuki/su_card.c
func_8003339C,code6cac_b.c,63,_DispMessage,63,0,su_menu_intro,src/suzuki/su_menu_intro.c
func_8003339C,code6cac_b.c,63,cpu_check_same_dir_timer,63,0,nm_cpu,src/numata/nm_cpu.c
func_8003339C,code6cac_b.c,63,disp_mario_jimaku,63,0,am_jimaku,src/amami/am_jimaku.c
func_800832A0,ings2.c,63,ClearScreen,63,0,su_movie_main,src/suzuki/su_movie_main.c
func_800832A0,ings2.c,63,_CardIconFileClose,63,0,su_card,src/suzuki/su_card.c
func_800832A0,ings2.c,63,_DispMessage,63,0,su_menu_intro,src/suzuki/su_menu_intro.c
func_800832A0,ings2.c,63,cpu_check_same_dir_timer,63,0,nm_cpu,src/numata/nm_cpu.c
func_800832A0,ings2.c,63,disp_mario_jimaku,63,0,am_jimaku,src/amami/am_jimaku.c
func_80086BFC,main.c,63,ClearScreen,63,0,su_movie_main,src/suzuki/su_movie_main.c
func_80086BFC,main.c,63,_CardIconFileClose,63,0,su_card,src/suzuki/su_card.c
func_80086BFC,main.c,63,_DispMessage,63,0,su_menu_intro,src/suzuki/su_menu_intro.c
func_80086BFC,main.c,63,cpu_check_same_dir_timer,63,0,nm_cpu,src/numata/nm_cpu.c
func_80086BFC,main.c,63,disp_mario_jimaku,63,0,am_jimaku,src/amami/am_jimaku.c
func_80040304,text1a.c,63,ClearScreen,63,0,su_movie_main,src/suzuki/su_movie_main.c
func_80040304,text1a.c,63,_CardIconFileClose,63,0,su_card,src/suzuki/su_card.c
func_80040304,text1a.c,63,_DispMessage,63,0,su_menu_intro,src/suzuki/su_menu_intro.c
func_80040304,text1a.c,63,cpu_check_same_dir_timer,63,0,nm_cpu,src/numata/nm_cpu.c
func_80040304,text1a.c,63,disp_mario_jimaku,63,0,am_jimaku,src/amami/am_jimaku.c
func_80082C3C,ings2.c,62,motion_make_table,62,0,is_motion,src/ishito/is_motion.c
func_80082C3C,ings2.c,62,pause_menue_open_check,62,0,game_2d,src/common/game_2d.c
func_80082C3C,ings2.c,62,saPointMove,62,0,sa_tan_m,src/sato/sa_tan_m.c
func_80082C3C,ings2.c,62,videoDecCreate,62,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_800432A0,text1a.c,62,motion_make_table,62,0,is_motion,src/ishito/is_motion.c
func_800432A0,text1a.c,62,pause_menue_open_check,62,0,game_2d,src/common/game_2d.c
func_800432A0,text1a.c,62,saPointMove,62,0,sa_tan_m,src/sato/sa_tan_m.c
func_800432A0,text1a.c,62,videoDecCreate,62,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_80017FA0,code6cac.c,61,MovieDispClear,61,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_80017FA0,code6cac.c,61,SetHiraDataToHiraBody,61,0,am_rmd,src/amami/am_rmd.c
func_80017FA0,code6cac.c,61,_FormSection,61,0,su_menu_home,src/suzuki/su_menu_home.c
func_80017FA0,code6cac.c,61,action_check_ukenagashi,61,0,is_action,src/ishito/is_action.c
func_80017FA0,code6cac.c,61,getScreenPosition,61,0,nm_camera,src/numata/nm_camera.c
func_8001BAE4,code6cac.c,61,MovieDispClear,61,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_8001BAE4,code6cac.c,61,SetHiraDataToHiraBody,61,0,am_rmd,src/amami/am_rmd.c
func_8001BAE4,code6cac.c,61,_FormSection,61,0,su_menu_home,src/suzuki/su_menu_home.c
func_8001BAE4,code6cac.c,61,action_check_ukenagashi,61,0,is_action,src/ishito/is_action.c
func_8001BAE4,code6cac.c,61,getScreenPosition,61,0,nm_camera,src/numata/nm_camera.c
func_80087CAC,main.c,61,MovieDispClear,61,0,su_movie_disp,src/suzuki/su_movie_disp.c
func_80087CAC,main.c,61,SetHiraDataToHiraBody,61,0,am_rmd,src/amami/am_rmd.c
func_80087CAC,main.c,61,_FormSection,61,0,su_menu_home,src/suzuki/su_menu_home.c
func_80087CAC,main.c,61,action_check_ukenagashi,61,0,is_action,src/ishito/is_action.c
func_80087CAC,main.c,61,getScreenPosition,61,0,nm_camera,src/numata/nm_camera.c
func_8001EEB4,code6cac.c,59,_CardSearchIconFile,59,0,su_card,src/suzuki/su_card.c
func_8001EEB4,code6cac.c,59,_CreateNewDirectory,59,0,su_card,src/suzuki/su_card.c
func_8001EEB4,code6cac.c,59,_PS2Card_SearchFile,59,0,su_card,src/suzuki/su_card.c
func_8001EEB4,code6cac.c,59,coli_CheckCircleHitLine,59,0,is_coli,src/ishito/is_coli.c
func_8001EEB4,code6cac.c,59,hirahira_w_frie,59,0,my_hirahira,src/myama/my_hirahira.c
func_8003D9A0,code6cac_c2.c,59,_CardSearchIconFile,59,0,su_card,src/suzuki/su_card.c
func_8003D9A0,code6cac_c2.c,59,_CreateNewDirectory,59,0,su_card,src/suzuki/su_card.c
func_8003D9A0,code6cac_c2.c,59,_PS2Card_SearchFile,59,0,su_card,src/suzuki/su_card.c
func_8003D9A0,code6cac_c2.c,59,coli_CheckCircleHitLine,59,0,is_coli,src/ishito/is_coli.c
func_8003D9A0,code6cac_c2.c,59,hirahira_w_frie,59,0,my_hirahira,src/myama/my_hirahira.c
func_8004428C,text1a.c,59,_CardSearchIconFile,59,0,su_card,src/suzuki/su_card.c
func_8004428C,text1a.c,59,_CreateNewDirectory,59,0,su_card,src/suzuki/su_card.c
func_8004428C,text1a.c,59,_PS2Card_SearchFile,59,0,su_card,src/suzuki/su_card.c
func_8004428C,text1a.c,59,coli_CheckCircleHitLine,59,0,is_coli,src/ishito/is_coli.c
func_8004428C,text1a.c,59,hirahira_w_frie,59,0,my_hirahira,src/myama/my_hirahira.c
func_80083A48,ings2.c,58,SetLightEffectSpd,58,0,am_light_eff,src/amami/am_light_eff.c
func_80083A48,ings2.c,58,SetSaveVcCtrl,58,0,am_rmd,src/amami/am_rmd.c
func_80083A48,ings2.c,58,_DoContentsAnimetion,58,0,su_menu_title,src/suzuki/su_menu_title.c
func_80083A48,ings2.c,58,ki_normal,58,0,is_ki_control,src/ishito/is_ki_control.c
func_80083A48,ings2.c,58,md_game_check_change_main_mode_default,58,0,md_game,src/common/md_game.c
func_80030A2C,code6cac_b.c,57,SetMenuPrimTex_G4,57,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_80030A2C,code6cac_b.c,57,_DispTexData,57,0,su_menu_tuto,src/suzuki/su_menu_tuto.c
func_80030A2C,code6cac_b.c,57,cpu_set_move_command_and_dir,57,0,nm_cpu,src/numata/nm_cpu.c
func_80030A2C,code6cac_b.c,57,md_boot_card_exec,57,0,su_menu_mc,src/suzuki/su_menu_mc.c
func_80030A2C,code6cac_b.c,57,motutil_CheckKatanaPosition,57,0,is_motutil,src/ishito/is_motutil.c
func_8003AE5C,code6cac_c.c,57,SetMenuPrimTex_G4,57,0,su_menu_tex,src/suzuki/su_menu_tex.c
func_8003AE5C,code6cac_c.c,57,_DispTexData,57,0,su_menu_tuto,src/suzuki/su_menu_tuto.c
func_8003AE5C,code6cac_c.c,57,cpu_set_move_command_and_dir,57,0,nm_cpu,src/numata/nm_cpu.c
func_8003AE5C,code6cac_c.c,57,md_boot_card_exec,57,0,su_menu_mc,src/suzuki/su_menu_mc.c
func_8003AE5C,code6cac_c.c,57,motutil_CheckKatanaPosition,57,0,is_motutil,src/ishito/is_motutil.c
func_8003D39C,code6cac_c2.c,55,MakeShadowRmdPacket,55,0,am_rmd,src/amami/am_rmd.c
func_8003D39C,code6cac_c2.c,55,PutHiraShadowRmd,55,0,am_rmd,src/amami/am_rmd.c
func_8003D39C,code6cac_c2.c,55,_CheckEnableCntMoves,55,0,su_menu_edit,src/suzuki/su_menu_edit.c
func_8003D39C,code6cac_c2.c,55,_DispSchoolCursor,55,0,su_menu_single,src/suzuki/su_menu_single.c
func_8003D39C,code6cac_c2.c,55,_McAccessSection,55,0,su_menu_vs,src/suzuki/su_menu_vs.c
func_80083794,ings2.c,54,_PS2Card_Read,54,0,su_card,src/suzuki/su_card.c
func_80083794,ings2.c,54,gnd_load_data,54,0,hi_gnd,src/hide/hi_gnd.c
func_80083794,ings2.c,54,marionation_camera_Init,54,0,nm_mario_cam,src/numata/nm_mario_cam.c
func_80083794,ings2.c,54,md_game_sound_contorol,54,0,md_game,src/common/md_game.c
func_80083794,ings2.c,54,motion_Open,54,0,is_motion,src/ishito/is_motion.c
func_800871D4,main.c,52,_PS2Card_CreateFile,52,0,su_card,src/suzuki/su_card.c
func_800871D4,main.c,52,_PS2Card_FileOpen,52,0,su_card,src/suzuki/su_card.c
func_800871D4,main.c,52,efc_rob_set_type_line,52,0,is_efc_rob,src/ishito/is_efc_rob.c
func_800871D4,main.c,52,motutil_CheckRightFootFront,52,0,is_motutil,src/ishito/is_motutil.c
func_800871D4,main.c,52,motutil_GetAngTableNum,52,0,is_motutil,src/ishito/is_motutil.c
func_8001DA8C,code6cac.c,51,SetADSData,51,0,su_movie_read,src/suzuki/su_movie_read.c
func_8001DA8C,code6cac.c,51,_PS2Card_FileDelete,51,0,su_card,src/suzuki/su_card.c
func_8001DA8C,code6cac.c,51,_PS2Card_Write,51,0,su_card,src/suzuki/su_card.c
func_8001DA8C,code6cac.c,51,action_CheckHitZangekiForReplay,51,0,is_action,src/ishito/is_action.c
func_8001DA8C,code6cac.c,51,camera_SetMatrix,51,0,nm_camera,src/numata/nm_camera.c
func_800278C0,code6cac_b.c,51,SetADSData,51,0,su_movie_read,src/suzuki/su_movie_read.c
func_800278C0,code6cac_b.c,51,_PS2Card_FileDelete,51,0,su_card,src/suzuki/su_card.c
func_800278C0,code6cac_b.c,51,_PS2Card_Write,51,0,su_card,src/suzuki/su_card.c
func_800278C0,code6cac_b.c,51,action_CheckHitZangekiForReplay,51,0,is_action,src/ishito/is_action.c
func_800278C0,code6cac_b.c,51,camera_SetMatrix,51,0,nm_camera,src/numata/nm_camera.c
func_80037F40,code6cac_c.c,51,SetADSData,51,0,su_movie_read,src/suzuki/su_movie_read.c
func_80037F40,code6cac_c.c,51,_PS2Card_FileDelete,51,0,su_card,src/suzuki/su_card.c
func_80037F40,code6cac_c.c,51,_PS2Card_Write,51,0,su_card,src/suzuki/su_card.c
func_80037F40,code6cac_c.c,51,action_CheckHitZangekiForReplay,51,0,is_action,src/ishito/is_action.c
func_80037F40,code6cac_c.c,51,camera_SetMatrix,51,0,nm_camera,src/numata/nm_camera.c
func_800836C8,ings2.c,51,SetADSData,51,0,su_movie_read,src/suzuki/su_movie_read.c
func_800836C8,ings2.c,51,_PS2Card_FileDelete,51,0,su_card,src/suzuki/su_card.c
func_800836C8,ings2.c,51,_PS2Card_Write,51,0,su_card,src/suzuki/su_card.c
func_800836C8,ings2.c,51,action_CheckHitZangekiForReplay,51,0,is_action,src/ishito/is_action.c
func_800836C8,ings2.c,51,camera_SetMatrix,51,0,nm_camera,src/numata/nm_camera.c
func_80034F88,code6cac_b.c,49,ADSFileRead,49,0,su_movie_read,src/suzuki/su_movie_read.c
func_80034F88,code6cac_b.c,49,AddTbpOfst,49,0,am_rmd,src/amami/am_rmd.c
func_80034F88,code6cac_b.c,49,kgm_disp,49,0,hi_kgm,src/hide/hi_kgm.c
func_80034F88,code6cac_b.c,49,motion_GetPresetAttackShiftFrame,49,0,is_motion,src/ishito/is_motion.c
func_80034F88,code6cac_b.c,49,rob_set_pset_attack_id_for_mode,49,0,my_rob,src/myama/my_rob.c
func_80087E3C,main.c,49,ADSFileRead,49,0,su_movie_read,src/suzuki/su_movie_read.c
func_80087E3C,main.c,49,AddTbpOfst,49,0,am_rmd,src/amami/am_rmd.c
func_80087E3C,main.c,49,kgm_disp,49,0,hi_kgm,src/hide/hi_kgm.c
func_80087E3C,main.c,49,motion_GetPresetAttackShiftFrame,49,0,is_motion,src/ishito/is_motion.c
func_80087E3C,main.c,49,rob_set_pset_attack_id_for_mode,49,0,my_rob,src/myama/my_rob.c
func_8004473C,text1a.c,49,ADSFileRead,49,0,su_movie_read,src/suzuki/su_movie_read.c
func_8004473C,text1a.c,49,AddTbpOfst,49,0,am_rmd,src/amami/am_rmd.c
func_8004473C,text1a.c,49,kgm_disp,49,0,hi_kgm,src/hide/hi_kgm.c
func_8004473C,text1a.c,49,motion_GetPresetAttackShiftFrame,49,0,is_motion,src/ishito/is_motion.c
func_8004473C,text1a.c,49,rob_set_pset_attack_id_for_mode,49,0,my_rob,src/myama/my_rob.c
func_800466C0,text1a.c,48,_BootMemoryAccessSection,48,0,su_menu_mc,src/suzuki/su_menu_mc.c
func_800466C0,text1a.c,48,_GotoGameSection,48,0,su_menu_title,src/suzuki/su_menu_title.c
func_800466C0,text1a.c,48,action_defense_decision,48,0,is_action,src/ishito/is_action.c
func_800466C0,text1a.c,48,cpu_check_run_start,48,0,nm_cpu,src/numata/nm_cpu.c
func_800466C0,text1a.c,48,disp_shadow,48,0,am_rmd,src/amami/am_rmd.c
func_80033D38,code6cac_b.c,47,SetColorToRmd,47,0,am_rmd,src/amami/am_rmd.c
func_80033D38,code6cac_b.c,47,ang_hosei,47,0,common,src/common/common.c
func_80033D38,code6cac_b.c,47,audioDecReset,47,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_80033D38,code6cac_b.c,47,md_stage_sel_exec,47,0,su_menu_stage,src/suzuki/su_menu_stage.c
func_80033D38,code6cac_b.c,47,motutil_CheckKamaeReq,47,0,is_motutil,src/ishito/is_motutil.c
func_80043C7C,text1a.c,46,CtrlBloodSpot,46,0,am_rmd,src/amami/am_rmd.c
func_80043C7C,text1a.c,46,SetShadowTexReg,46,0,am_rmd,src/amami/am_rmd.c
func_80043C7C,text1a.c,46,_PS2Card_Format,46,0,su_card,src/suzuki/su_card.c
func_80043C7C,text1a.c,46,gnd_land_hit_float,46,0,hi_landhit,src/hide/hi_landhit.c
func_80043C7C,text1a.c,46,gnd_set_fog,46,0,hi_gnd,src/hide/hi_gnd.c
func_80043DE0,text1a.c,46,CtrlBloodSpot,46,0,am_rmd,src/amami/am_rmd.c
func_80043DE0,text1a.c,46,SetShadowTexReg,46,0,am_rmd,src/amami/am_rmd.c
func_80043DE0,text1a.c,46,_PS2Card_Format,46,0,su_card,src/suzuki/su_card.c
func_80043DE0,text1a.c,46,gnd_land_hit_float,46,0,hi_landhit,src/hide/hi_landhit.c
func_80043DE0,text1a.c,46,gnd_set_fog,46,0,hi_gnd,src/hide/hi_gnd.c
func_8002738C,code6cac_b.c,43,kgm_map_gnd,43,0,hi_kgm,src/hide/hi_kgm.c
func_8002738C,code6cac_b.c,43,saTan1Exec,43,0,sa_tan1,src/sato/sa_tan1.c
func_8002738C,code6cac_b.c,43,single_game_getMarioVoiceDataNum,43,0,nm_single_game,src/numata/nm_single_game.c
func_8002738C,code6cac_b.c,43,single_game_get_dojo_yaburi_char_id,43,0,nm_single_game,src/numata/nm_single_game.c
func_8002738C,code6cac_b.c,43,tslDrTex1Init,43,0,tsl_pkt,src/sato/tsl_pkt.c
func_8003553C,code6cac_b2.c,43,kgm_map_gnd,43,0,hi_kgm,src/hide/hi_kgm.c
func_8003553C,code6cac_b2.c,43,saTan1Exec,43,0,sa_tan1,src/sato/sa_tan1.c
func_8003553C,code6cac_b2.c,43,single_game_getMarioVoiceDataNum,43,0,nm_single_game,src/numata/nm_single_game.c
func_8003553C,code6cac_b2.c,43,single_game_get_dojo_yaburi_char_id,43,0,nm_single_game,src/numata/nm_single_game.c
