bb2_func,bb2_file,bb2_insns,kengo_name,kengo_insns,diff,kengo_module,kengo_source_file
func_8003553C,code6cac_b2.c,43,tslDrTex1Init,43,0,tsl_pkt,src/sato/tsl_pkt.c
func_80043BD0,text1a.c,43,kgm_map_gnd,43,0,hi_kgm,src/hide/hi_kgm.c
func_80043BD0,text1a.c,43,saTan1Exec,43,0,sa_tan1,src/sato/sa_tan1.c
func_80043BD0,text1a.c,43,single_game_getMarioVoiceDataNum,43,0,nm_single_game,src/numata/nm_single_game.c
func_80043BD0,text1a.c,43,single_game_get_dojo_yaburi_char_id,43,0,nm_single_game,src/numata/nm_single_game.c
func_80043BD0,text1a.c,43,tslDrTex1Init,43,0,tsl_pkt,src/sato/tsl_pkt.c
func_80043D34,text1a.c,43,kgm_map_gnd,43,0,hi_kgm,src/hide/hi_kgm.c
func_80043D34,text1a.c,43,saTan1Exec,43,0,sa_tan1,src/sato/sa_tan1.c
func_80043D34,text1a.c,43,single_game_getMarioVoiceDataNum,43,0,nm_single_game,src/numata/nm_single_game.c
func_80043D34,text1a.c,43,single_game_get_dojo_yaburi_char_id,43,0,nm_single_game,src/numata/nm_single_game.c
func_80043D34,text1a.c,43,tslDrTex1Init,43,0,tsl_pkt,src/sato/tsl_pkt.c
func_80034200,code6cac_b.c,40,ApplicationInitialize,40,0,main,src/common/main.c
func_80034200,code6cac_b.c,40,SetHiraVertex,40,0,am_rmd,src/amami/am_rmd.c
func_80034200,code6cac_b.c,40,_CardAskMakeNewFile,40,0,su_card,src/suzuki/su_card.c
func_80034200,code6cac_b.c,40,_DispNumber2,40,0,su_menu_vs,src/suzuki/su_menu_vs.c
func_80034200,code6cac_b.c,40,_GetBattleSwichData,40,0,su_menu_home,src/suzuki/su_menu_home.c
func_80036D98,code6cac_b2.c,39,GetAllocPartsDataSize,39,0,am_rmd,src/amami/am_rmd.c
func_80036D98,code6cac_b2.c,39,_CardDataFileOpen_Sub,39,0,su_card,src/suzuki/su_card.c
func_80036D98,code6cac_b2.c,39,cpu_chase_move_dir,39,0,nm_cpu,src/numata/nm_cpu.c
func_80036D98,code6cac_b2.c,39,cpu_check_continue_off_act,39,0,nm_cpu,src/numata/nm_cpu.c
func_80036D98,code6cac_b2.c,39,damage_CalcHitDamage,39,0,is_damage_calc,src/ishito/is_damage_calc.c
func_8003880C,code6cac_c.c,39,GetAllocPartsDataSize,39,0,am_rmd,src/amami/am_rmd.c
func_8003880C,code6cac_c.c,39,_CardDataFileOpen_Sub,39,0,su_card,src/suzuki/su_card.c
func_8003880C,code6cac_c.c,39,cpu_chase_move_dir,39,0,nm_cpu,src/numata/nm_cpu.c
func_8003880C,code6cac_c.c,39,cpu_check_continue_off_act,39,0,nm_cpu,src/numata/nm_cpu.c
func_8003880C,code6cac_c.c,39,damage_CalcHitDamage,39,0,is_damage_calc,src/ishito/is_damage_calc.c
func_80082A14,ings2.c,39,GetAllocPartsDataSize,39,0,am_rmd,src/amami/am_rmd.c
func_80082A14,ings2.c,39,_CardDataFileOpen_Sub,39,0,su_card,src/suzuki/su_card.c
func_80082A14,ings2.c,39,cpu_chase_move_dir,39,0,nm_cpu,src/numata/nm_cpu.c
func_80082A14,ings2.c,39,cpu_check_continue_off_act,39,0,nm_cpu,src/numata/nm_cpu.c
func_80082A14,ings2.c,39,damage_CalcHitDamage,39,0,is_damage_calc,src/ishito/is_damage_calc.c
func_80030B10,code6cac_b.c,38,DispSetOptionClip,38,0,clip,src/common/clip.c
func_80030B10,code6cac_b.c,38,audioDecPause,38,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_80030B10,code6cac_b.c,38,gnd_load_tex,38,0,hi_gnd,src/hide/hi_gnd.c
func_80030B10,code6cac_b.c,38,kgm_map_materialset,38,0,hi_kgm,src/hide/hi_kgm.c
func_80030B10,code6cac_b.c,38,motion_shift_check_e_kawashi,38,0,is_motion,src/ishito/is_motion.c
func_8003D888,code6cac_c2.c,37,TmlLoadImage,37,0,am_rmd,src/amami/am_rmd.c
func_8003D888,code6cac_c2.c,37,_CardStart,37,0,su_card,src/suzuki/su_card.c
func_8003D888,code6cac_c2.c,37,audioDecStart,37,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_8003D888,code6cac_c2.c,37,camera_CloseTag,37,0,nm_camera,src/numata/nm_camera.c
func_8003D888,code6cac_c2.c,37,coli_calc_motion,37,0,is_coli,src/ishito/is_coli.c
func_8008ACD0,main.c,37,TmlLoadImage,37,0,am_rmd,src/amami/am_rmd.c
func_8008ACD0,main.c,37,_CardStart,37,0,su_card,src/suzuki/su_card.c
func_8008ACD0,main.c,37,audioDecStart,37,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_8008ACD0,main.c,37,camera_CloseTag,37,0,nm_camera,src/numata/nm_camera.c
func_8008ACD0,main.c,37,coli_calc_motion,37,0,is_coli,src/ishito/is_coli.c
func_80040CB8,text1a.c,36,SetMenuRobotMotion,36,0,su_menu_rob,src/suzuki/su_menu_rob.c
func_80040CB8,text1a.c,36,_CardFormatting,36,0,su_card,src/suzuki/su_card.c
func_80040CB8,text1a.c,36,_CountMovieTimer,36,0,su_menu_title,src/suzuki/su_menu_title.c
func_80040CB8,text1a.c,36,_SelectYesNoAction,36,0,su_menu_edit,src/suzuki/su_menu_edit.c
func_80040CB8,text1a.c,36,audioDecBeginPut,36,0,su_movie_decode,src/suzuki/su_movie_decode.c
func_80086130,main.c,35,HiraRmdAddTbpOfst,35,0,am_rmd,src/amami/am_rmd.c
func_80086130,main.c,35,Pad_Dcl,35,0,is_pad,src/ishito/is_pad.c
func_80086130,main.c,35,PartsRmdAddTbpOfst,35,0,am_rmd,src/amami/am_rmd.c
func_80086130,main.c,35,_DispCharName,35,0,su_game_tex,src/suzuki/su_game_tex.c
func_80086130,main.c,35,action_check_defense,35,0,is_action,src/ishito/is_action.c
func_80089EB0,main.c,35,HiraRmdAddTbpOfst,35,0,am_rmd,src/amami/am_rmd.c
func_80089EB0,main.c,35,Pad_Dcl,35,0,is_pad,src/ishito/is_pad.c
func_80089EB0,main.c,35,PartsRmdAddTbpOfst,35,0,am_rmd,src/amami/am_rmd.c
func_80089EB0,main.c,35,_DispCharName,35,0,su_game_tex,src/suzuki/su_game_tex.c
func_80089EB0,main.c,35,action_check_defense,35,0,is_action,src/ishito/is_action.c
func_80027438,code6cac_b.c,33,ADSFileOpen,33,0,su_movie_read,src/suzuki/su_movie_read.c
func_80027438,code6cac_b.c,33,GetAllocHiraDataSize,33,0,am_rmd,src/amami/am_rmd.c
func_80027438,code6cac_b.c,33,MenuEndRobot,33,0,su_menu_rob,src/suzuki/su_menu_rob.c
func_80027438,code6cac_b.c,33,SetHiraDataToShadowRob,33,0,am_rmd,src/amami/am_rmd.c
func_80027438,code6cac_b.c,33,_CardCheckPulled,33,0,su_card,src/suzuki/su_card.c
func_80037A20,code6cac_c.c,33,ADSFileOpen,33,0,su_movie_read,src/suzuki/su_movie_read.c
func_80037A20,code6cac_c.c,33,GetAllocHiraDataSize,33,0,am_rmd,src/amami/am_rmd.c
func_80037A20,code6cac_c.c,33,MenuEndRobot,33,0,su_menu_rob,src/suzuki/su_menu_rob.c
func_80037A20,code6cac_c.c,33,SetHiraDataToShadowRob,33,0,am_rmd,src/amami/am_rmd.c
func_80037A20,code6cac_c.c,33,_CardCheckPulled,33,0,su_card,src/suzuki/su_card.c
func_800167EC,ings.c,31,CtrlVertCol,31,0,am_rmd,src/amami/am_rmd.c
func_800167EC,ings.c,31,SaScreenShot,31,0,main,src/common/main.c
func_800167EC,ings.c,31,SetOfstVcolTbl,31,0,am_rmd,src/amami/am_rmd.c
func_800167EC,ings.c,31,camera_get_rot_normal_rad,31,0,nm_camera,src/numata/nm_camera.c
func_800167EC,ings.c,31,coli_CheckRobEnemy,31,0,is_coli,src/ishito/is_coli.c
func_80033498,code6cac_b.c,30,ResetVertexColor,30,0,am_rmd,src/amami/am_rmd.c
func_80033498,code6cac_b.c,30,efc_rob_Control,30,0,is_efc_rob,src/ishito/is_efc_rob.c
func_80033498,code6cac_b.c,30,efc_rob_Disp,30,0,is_efc_rob,src/ishito/is_efc_rob.c
func_80033498,code6cac_b.c,30,katinuki_game_VoiceContorol,30,0,nm_katinuki_game,src/numata/nm_katinuki_game.c
func_80033498,code6cac_b.c,30,ki_attack_ougi,30,0,is_ki_control,src/ishito/is_ki_control.c
func_8003D330,code6cac_c2.c,27,FreeADRSoundData,27,0,su_movie_main,src/suzuki/su_movie_main.c
func_8003D330,code6cac_c2.c,27,GetAllocPacketSize,27,0,am_rmd,src/amami/am_rmd.c
func_8003D330,code6cac_c2.c,27,InitTNData,27,0,su_menu_vs,src/suzuki/su_menu_vs.c
func_8003D330,code6cac_c2.c,27,InitVSData,27,0,su_menu_vs,src/suzuki/su_menu_vs.c
func_8003D330,code6cac_c2.c,27,ReturnVTMenu,27,0,su_menu_stage,src/suzuki/su_menu_stage.c
